strategy,source,strategy_style,asset,category,timeframe,tf_style,final_capital_inr,profit_inr,return_pct,sharpe,sortino,calmar,max_dd_pct,win_rate_pct,profit_factor,num_trades,avg_trade_inr,dd_under_15pct,grade
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,NVDA,US_Stock,1d,Positional,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
TPO_Market_Profile,New-Gen: TPO/Market Profile,Swing,NVDA,US_Stock,1d,Positional,9182.71,-817.29,-8.17,-1.01,-0.414,-0.676,-12.09,39.2,0.564,51,-16.03,✅,F
VWAP_Bands,New-Gen: VWAP ±2σ Bands,Intraday,NVDA,US_Stock,1d,Positional,9712.49,-287.51,-2.88,-0.486,-0.098,-0.46,-6.25,56.7,0.613,30,-9.58,✅,F
CVD_Composite_Flagship,New-Gen: CVD+VWAP+VolProfile+Liquidity,Swing,NVDA,US_Stock,1d,Positional,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
Swappy_3C_Scalping,YouTube @SwappyTrading0101,Intraday,GOOGL,US_Stock,1m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GautamJha_Liquidity_Breakout,YouTube @gautammjhaa,Intraday,GOOGL,US_Stock,1m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
UmarPunjabi_Gold_London,YouTube @UmarPunjabiLive,Intraday,GOOGL,US_Stock,1m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
VolumeProfile_POC,New-Gen: Volume Profile,Swing,GOOGL,US_Stock,1m,Intraday,9014.83,-985.17,-9.85,-32.006,-12.253,-1.0,-9.85,0.0,0.0,13,-75.78,✅,F
Footprint_Delta_CVD,New-Gen: Footprint/CVD,Intraday,GOOGL,US_Stock,1m,Intraday,9507.11,-492.89,-4.93,-17.844,-3.916,-1.0,-4.93,0.0,0.0,4,-123.22,✅,F
GEX_Gamma_Exposure,New-Gen: GEX Proxy,Intraday,GOOGL,US_Stock,1m,Intraday,6038.57,-3961.43,-39.61,-66.558,-35.05,-0.995,-39.83,3.0,0.018,67,-59.13,❌,F
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,GOOGL,US_Stock,1m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
TPO_Market_Profile,New-Gen: TPO/Market Profile,Swing,GOOGL,US_Stock,1m,Intraday,4167.26,-5832.74,-58.33,-71.761,-41.261,-1.0,-58.33,9.3,0.048,108,-54.01,❌,F
VWAP_Bands,New-Gen: VWAP ±2σ Bands,Intraday,GOOGL,US_Stock,1m,Intraday,6050.27,-3949.73,-39.5,-59.643,-25.655,-1.0,-39.5,6.5,0.024,62,-63.71,❌,F
CVD_Composite_Flagship,New-Gen: CVD+VWAP+VolProfile+Liquidity,Swing,GOOGL,US_Stock,1m,Intraday,9967.51,-32.49,-0.32,-9.157,0.0,-1.0,-0.32,0.0,0.0,1,-32.49,✅,F
Swappy_3C_Scalping,YouTube @SwappyTrading0101,Intraday,GOOGL,US_Stock,5m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GautamJha_Liquidity_Breakout,YouTube @gautammjhaa,Intraday,GOOGL,US_Stock,5m,Intraday,9967.92,-32.08,-0.32,-5.793,-7.934,-1.0,-0.32,0.0,0.0,2,-16.04,✅,F
UmarPunjabi_Gold_London,YouTube @UmarPunjabiLive,Intraday,GOOGL,US_Stock,5m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
VolumeProfile_POC,New-Gen: Volume Profile,Swing,GOOGL,US_Stock,5m,Intraday,9314.53,-685.47,-6.85,-12.843,-2.644,-1.0,-6.85,15.8,0.053,19,-36.08,✅,F
Footprint_Delta_CVD,New-Gen: Footprint/CVD,Intraday,GOOGL,US_Stock,5m,Intraday,9829.4,-170.6,-1.71,-5.74,-0.85,-0.827,-2.06,33.3,0.209,6,-28.43,✅,F
GEX_Gamma_Exposure,New-Gen: GEX Proxy,Intraday,GOOGL,US_Stock,5m,Intraday,8062.87,-1937.13,-19.37,-19.773,-6.492,-1.0,-19.37,16.1,0.092,56,-34.59,❌,F
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,GOOGL,US_Stock,5m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
TPO_Market_Profile,New-Gen: TPO/Market Profile,Swing,GOOGL,US_Stock,5m,Intraday,6586.5,-3413.5,-34.13,-20.247,-8.542,-0.996,-34.26,25.2,0.222,111,-30.75,❌,F
VWAP_Bands,New-Gen: VWAP ±2σ Bands,Intraday,GOOGL,US_Stock,5m,Intraday,7673.4,-2326.6,-23.27,-15.337,-4.239,-0.981,-23.72,20.0,0.143,65,-35.79,❌,F
CVD_Composite_Flagship,New-Gen: CVD+VWAP+VolProfile+Liquidity,Swing,GOOGL,US_Stock,5m,Intraday,9988.89,-11.11,-0.11,-4.095,0.0,-1.0,-0.11,0.0,0.0,1,-11.11,✅,F
Swappy_3C_Scalping,YouTube @SwappyTrading0101,Intraday,GOOGL,US_Stock,15m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GautamJha_Liquidity_Breakout,YouTube @gautammjhaa,Intraday,GOOGL,US_Stock,15m,Intraday,9876.15,-123.85,-1.24,-2.803,-0.219,-0.935,-1.32,14.3,0.096,7,-17.69,✅,F
UmarPunjabi_Gold_London,YouTube @UmarPunjabiLive,Intraday,GOOGL,US_Stock,15m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
VolumeProfile_POC,New-Gen: Volume Profile,Swing,GOOGL,US_Stock,15m,Intraday,9804.38,-195.62,-1.96,-2.983,-0.518,-0.975,-2.01,27.3,0.377,11,-17.78,✅,F
Footprint_Delta_CVD,New-Gen: Footprint/CVD,Intraday,GOOGL,US_Stock,15m,Intraday,10005.21,5.21,0.05,0.131,0.0,0.063,-0.83,66.7,1.062,3,1.74,✅,F
GEX_Gamma_Exposure,New-Gen: GEX Proxy,Intraday,GOOGL,US_Stock,15m,Intraday,8373.57,-1626.43,-16.26,-8.74,-3.053,-0.967,-16.82,27.9,0.276,68,-23.92,❌,F
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,GOOGL,US_Stock,15m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
TPO_Market_Profile,New-Gen: TPO/Market Profile,Swing,GOOGL,US_Stock,15m,Intraday,7636.24,-2363.76,-23.64,-7.261,-3.43,-0.982,-24.07,36.4,0.478,143,-16.53,❌,F
VWAP_Bands,New-Gen: VWAP ±2σ Bands,Intraday,GOOGL,US_Stock,15m,Intraday,8359.04,-1640.96,-16.41,-6.083,-1.397,-0.953,-17.22,35.6,0.279,59,-27.81,❌,F
CVD_Composite_Flagship,New-Gen: CVD+VWAP+VolProfile+Liquidity,Swing,GOOGL,US_Stock,15m,Intraday,9944.02,-55.98,-0.56,-2.364,0.0,-1.0,-0.56,0.0,0.0,1,-55.98,✅,F
Swappy_3C_Scalping,YouTube @SwappyTrading0101,Intraday,GOOGL,US_Stock,1h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GautamJha_Liquidity_Breakout,YouTube @gautammjhaa,Intraday,GOOGL,US_Stock,1h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
UmarPunjabi_Gold_London,YouTube @UmarPunjabiLive,Intraday,GOOGL,US_Stock,1h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
VolumeProfile_POC,New-Gen: Volume Profile,Swing,GOOGL,US_Stock,1h,Swing,9877.19,-122.81,-1.23,-1.509,-0.301,-0.886,-1.39,50.0,0.46,14,-8.77,✅,F
Footprint_Delta_CVD,New-Gen: Footprint/CVD,Intraday,GOOGL,US_Stock,1h,Swing,10012.48,12.48,0.12,1.347,0.0,1247896.368,0.0,100.0,0.0,1,12.48,✅,F
GEX_Gamma_Exposure,New-Gen: GEX Proxy,Intraday,GOOGL,US_Stock,1h,Swing,9612.67,-387.33,-3.87,-1.537,-0.532,-0.636,-6.09,44.3,0.678,61,-6.35,✅,F
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,GOOGL,US_Stock,1h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
TPO_Market_Profile,New-Gen: TPO/Market Profile,Swing,GOOGL,US_Stock,1h,Swing,8313.46,-1686.54,-16.87,-3.68,-2.0,-0.915,-18.42,39.0,0.516,141,-11.96,❌,F
VWAP_Bands,New-Gen: VWAP ±2σ Bands,Intraday,GOOGL,US_Stock,1h,Swing,9171.06,-828.94,-8.29,-2.195,-0.461,-0.904,-9.17,46.8,0.42,47,-17.64,✅,F
CVD_Composite_Flagship,New-Gen: CVD+VWAP+VolProfile+Liquidity,Swing,GOOGL,US_Stock,1h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
Swappy_3C_Scalping,YouTube @SwappyTrading0101,Intraday,GOOGL,US_Stock,4h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GautamJha_Liquidity_Breakout,YouTube @gautammjhaa,Intraday,GOOGL,US_Stock,4h,Swing,10059.51,59.51,0.6,1.071,0.0,5951073.277,0.0,100.0,0.0,2,29.76,✅,F
UmarPunjabi_Gold_London,YouTube @UmarPunjabiLive,Intraday,GOOGL,US_Stock,4h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
VolumeProfile_POC,New-Gen: Volume Profile,Swing,GOOGL,US_Stock,4h,Swing,10017.09,17.09,0.17,0.126,0.018,0.156,-1.09,50.0,1.148,6,2.85,✅,F
Footprint_Delta_CVD,New-Gen: Footprint/CVD,Intraday,GOOGL,US_Stock,4h,Swing,10047.97,47.97,0.48,0.808,0.0,4797112.99,0.0,100.0,0.0,1,47.97,✅,F
GEX_Gamma_Exposure,New-Gen: GEX Proxy,Intraday,GOOGL,US_Stock,4h,Swing,9498.57,-501.43,-5.01,-1.208,-0.421,-1.0,-5.01,42.0,0.56,50,-10.03,✅,F
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,GOOGL,US_Stock,4h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
TPO_Market_Profile,New-Gen: TPO/Market Profile,Swing,GOOGL,US_Stock,4h,Swing,9576.06,-423.94,-4.24,-0.476,-0.302,-0.413,-10.26,49.5,0.854,107,-3.96,✅,F
VWAP_Bands,New-Gen: VWAP ±2σ Bands,Intraday,GOOGL,US_Stock,4h,Swing,10188.75,188.75,1.89,0.414,0.133,0.59,-3.2,51.0,1.211,49,3.85,✅,F
CVD_Composite_Flagship,New-Gen: CVD+VWAP+VolProfile+Liquidity,Swing,GOOGL,US_Stock,4h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
Swappy_3C_Scalping,YouTube @SwappyTrading0101,Intraday,GOOGL,US_Stock,1d,Positional,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GautamJha_Liquidity_Breakout,YouTube @gautammjhaa,Intraday,GOOGL,US_Stock,1d,Positional,9976.12,-23.88,-0.24,-0.728,0.0,-1.0,-0.24,0.0,0.0,1,-23.88,✅,F
UmarPunjabi_Gold_London,YouTube @UmarPunjabiLive,Intraday,GOOGL,US_Stock,1d,Positional,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
VolumeProfile_POC,New-Gen: Volume Profile,Swing,GOOGL,US_Stock,1d,Positional,10142.23,142.23,1.42,0.929,0.678,7.619,-0.19,75.0,6.154,8,17.78,✅,B
Footprint_Delta_CVD,New-Gen: Footprint/CVD,Intraday,GOOGL,US_Stock,1d,Positional,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GEX_Gamma_Exposure,New-Gen: GEX Proxy,Intraday,GOOGL,US_Stock,1d,Positional,9821.24,-178.76,-1.79,-0.63,-0.299,-0.907,-1.97,34.6,0.672,26,-6.88,✅,F
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,GOOGL,US_Stock,1d,Positional,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
TPO_Market_Profile,New-Gen: TPO/Market Profile,Swing,GOOGL,US_Stock,1d,Positional,9958.39,-41.61,-0.42,-0.043,-0.023,-0.114,-3.64,50.0,0.971,50,-0.83,✅,F
VWAP_Bands,New-Gen: VWAP ±2σ Bands,Intraday,GOOGL,US_Stock,1d,Positional,10377.98,377.98,3.78,0.816,0.34,1.539,-2.46,56.7,1.715,30,12.6,✅,F
CVD_Composite_Flagship,New-Gen: CVD+VWAP+VolProfile+Liquidity,Swing,GOOGL,US_Stock,1d,Positional,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
Swappy_3C_Scalping,YouTube @SwappyTrading0101,Intraday,AMZN,US_Stock,1m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GautamJha_Liquidity_Breakout,YouTube @gautammjhaa,Intraday,AMZN,US_Stock,1m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
UmarPunjabi_Gold_London,YouTube @UmarPunjabiLive,Intraday,AMZN,US_Stock,1m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
VolumeProfile_POC,New-Gen: Volume Profile,Swing,AMZN,US_Stock,1m,Intraday,8807.12,-1192.88,-11.93,-33.416,-8.947,-0.997,-11.97,10.5,0.02,19,-62.78,✅,F
Footprint_Delta_CVD,New-Gen: Footprint/CVD,Intraday,AMZN,US_Stock,1m,Intraday,9374.1,-625.9,-6.26,-23.409,-6.278,-1.0,-6.26,0.0,0.0,7,-89.41,✅,F
GEX_Gamma_Exposure,New-Gen: GEX Proxy,Intraday,AMZN,US_Stock,1m,Intraday,5943.59,-4056.41,-40.56,-68.628,-38.649,-1.0,-40.56,0.0,0.0,64,-63.38,❌,F
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,AMZN,US_Stock,1m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
TPO_Market_Profile,New-Gen: TPO/Market Profile,Swing,AMZN,US_Stock,1m,Intraday,4221.18,-5778.82,-57.79,-72.629,-35.467,-0.997,-57.99,8.5,0.044,118,-48.97,❌,F
VWAP_Bands,New-Gen: VWAP ±2σ Bands,Intraday,AMZN,US_Stock,1m,Intraday,5861.37,-4138.63,-41.39,-57.511,-21.448,-1.0,-41.39,8.2,0.029,73,-56.69,❌,F
CVD_Composite_Flagship,New-Gen: CVD+VWAP+VolProfile+Liquidity,Swing,AMZN,US_Stock,1m,Intraday,9973.55,-26.45,-0.26,-9.157,0.0,-1.0,-0.26,0.0,0.0,1,-26.45,✅,F
Swappy_3C_Scalping,YouTube @SwappyTrading0101,Intraday,AMZN,US_Stock,5m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GautamJha_Liquidity_Breakout,YouTube @gautammjhaa,Intraday,AMZN,US_Stock,5m,Intraday,9891.89,-108.11,-1.08,-6.729,-0.873,-1.0,-1.08,0.0,0.0,3,-36.04,✅,F
UmarPunjabi_Gold_London,YouTube @UmarPunjabiLive,Intraday,AMZN,US_Stock,5m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
VolumeProfile_POC,New-Gen: Volume Profile,Swing,AMZN,US_Stock,5m,Intraday,9554.34,-445.66,-4.46,-11.409,-2.12,-1.0,-4.46,8.3,0.03,12,-37.14,✅,F
Footprint_Delta_CVD,New-Gen: Footprint/CVD,Intraday,AMZN,US_Stock,5m,Intraday,9703.59,-296.41,-2.96,-7.713,-1.062,-0.939,-3.16,16.7,0.063,6,-49.4,✅,F
GEX_Gamma_Exposure,New-Gen: GEX Proxy,Intraday,AMZN,US_Stock,5m,Intraday,8205.37,-1794.63,-17.95,-17.364,-6.828,-0.992,-18.09,22.7,0.214,66,-27.19,❌,F
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,AMZN,US_Stock,5m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
TPO_Market_Profile,New-Gen: TPO/Market Profile,Swing,AMZN,US_Stock,5m,Intraday,5957.08,-4042.92,-40.43,-22.373,-11.723,-0.999,-40.48,26.1,0.215,134,-30.17,❌,F
VWAP_Bands,New-Gen: VWAP ±2σ Bands,Intraday,AMZN,US_Stock,5m,Intraday,7933.36,-2066.64,-20.67,-10.97,-2.57,-0.967,-21.37,35.5,0.25,62,-33.33,❌,F
CVD_Composite_Flagship,New-Gen: CVD+VWAP+VolProfile+Liquidity,Swing,AMZN,US_Stock,5m,Intraday,9921.03,-78.97,-0.79,-4.095,0.0,-1.0,-0.79,0.0,0.0,1,-78.97,✅,F
Swappy_3C_Scalping,YouTube @SwappyTrading0101,Intraday,AMZN,US_Stock,15m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GautamJha_Liquidity_Breakout,YouTube @gautammjhaa,Intraday,AMZN,US_Stock,15m,Intraday,9768.16,-231.84,-2.32,-4.794,-0.659,-1.0,-2.32,0.0,0.0,5,-46.37,✅,F
UmarPunjabi_Gold_London,YouTube @UmarPunjabiLive,Intraday,AMZN,US_Stock,15m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
VolumeProfile_POC,New-Gen: Volume Profile,Swing,AMZN,US_Stock,15m,Intraday,9642.86,-357.14,-3.57,-6.023,-0.945,-1.0,-3.57,20.0,0.061,15,-23.81,✅,F
Footprint_Delta_CVD,New-Gen: Footprint/CVD,Intraday,AMZN,US_Stock,15m,Intraday,9860.93,-139.07,-1.39,-3.352,-0.241,-1.0,-1.39,0.0,0.0,3,-46.36,✅,F
GEX_Gamma_Exposure,New-Gen: GEX Proxy,Intraday,AMZN,US_Stock,15m,Intraday,8846.45,-1153.55,-11.54,-7.396,-2.9,-1.0,-11.54,35.1,0.385,77,-14.98,✅,F
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,AMZN,US_Stock,15m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
TPO_Market_Profile,New-Gen: TPO/Market Profile,Swing,AMZN,US_Stock,15m,Intraday,7339.36,-2660.64,-26.61,-6.971,-4.789,-0.861,-30.91,37.0,0.426,146,-18.22,❌,F
VWAP_Bands,New-Gen: VWAP ±2σ Bands,Intraday,AMZN,US_Stock,15m,Intraday,8530.94,-1469.06,-14.69,-3.827,-0.804,-0.962,-15.28,46.6,0.419,73,-20.12,❌,F
CVD_Composite_Flagship,New-Gen: CVD+VWAP+VolProfile+Liquidity,Swing,AMZN,US_Stock,15m,Intraday,10003.06,3.06,0.03,2.364,0.0,306007.235,0.0,100.0,0.0,1,3.06,✅,C
Swappy_3C_Scalping,YouTube @SwappyTrading0101,Intraday,AMZN,US_Stock,1h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GautamJha_Liquidity_Breakout,YouTube @gautammjhaa,Intraday,AMZN,US_Stock,1h,Swing,10051.85,51.85,0.52,1.373,0.0,5185265.776,0.0,100.0,0.0,2,25.93,✅,F
UmarPunjabi_Gold_London,YouTube @UmarPunjabiLive,Intraday,AMZN,US_Stock,1h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
VolumeProfile_POC,New-Gen: Volume Profile,Swing,AMZN,US_Stock,1h,Swing,9499.93,-500.07,-5.0,-3.207,-0.586,-0.999,-5.01,25.0,0.128,16,-31.25,✅,F
Footprint_Delta_CVD,New-Gen: Footprint/CVD,Intraday,AMZN,US_Stock,1h,Swing,9935.9,-64.1,-0.64,-1.485,-0.076,-1.0,-0.64,0.0,0.0,2,-32.05,✅,F
GEX_Gamma_Exposure,New-Gen: GEX Proxy,Intraday,AMZN,US_Stock,1h,Swing,9196.12,-803.88,-8.04,-3.136,-0.921,-0.941,-8.54,39.6,0.37,48,-16.75,✅,F
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,AMZN,US_Stock,1h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
TPO_Market_Profile,New-Gen: TPO/Market Profile,Swing,AMZN,US_Stock,1h,Swing,10035.98,35.98,0.36,0.121,0.063,0.059,-6.05,51.8,1.015,114,0.32,✅,F
VWAP_Bands,New-Gen: VWAP ±2σ Bands,Intraday,AMZN,US_Stock,1h,Swing,9793.92,-206.08,-2.06,-0.705,-0.23,-0.723,-2.85,40.0,0.811,45,-4.58,✅,F
CVD_Composite_Flagship,New-Gen: CVD+VWAP+VolProfile+Liquidity,Swing,AMZN,US_Stock,1h,Swing,9891.56,-108.44,-1.08,-1.561,-0.087,-1.0,-1.08,0.0,0.0,2,-54.22,✅,F
Swappy_3C_Scalping,YouTube @SwappyTrading0101,Intraday,AMZN,US_Stock,4h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GautamJha_Liquidity_Breakout,YouTube @gautammjhaa,Intraday,AMZN,US_Stock,4h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
UmarPunjabi_Gold_London,YouTube @UmarPunjabiLive,Intraday,AMZN,US_Stock,4h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
VolumeProfile_POC,New-Gen: Volume Profile,Swing,AMZN,US_Stock,4h,Swing,9874.99,-125.01,-1.25,-0.78,-0.126,-0.628,-1.99,25.0,0.402,8,-15.63,✅,F
Footprint_Delta_CVD,New-Gen: Footprint/CVD,Intraday,AMZN,US_Stock,4h,Swing,10019.91,19.91,0.2,0.808,0.0,1990856.885,0.0,100.0,0.0,1,19.91,✅,F
GEX_Gamma_Exposure,New-Gen: GEX Proxy,Intraday,AMZN,US_Stock,4h,Swing,8813.29,-1186.71,-11.87,-3.029,-1.067,-1.0,-11.87,27.7,0.161,47,-25.25,✅,F
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,AMZN,US_Stock,4h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
TPO_Market_Profile,New-Gen: TPO/Market Profile,Swing,AMZN,US_Stock,4h,Swing,9027.9,-972.1,-9.72,-1.194,-0.553,-0.767,-12.68,44.1,0.662,93,-10.45,✅,F
VWAP_Bands,New-Gen: VWAP ±2σ Bands,Intraday,AMZN,US_Stock,4h,Swing,10323.44,323.44,3.23,0.477,0.11,0.784,-4.12,57.1,1.289,49,6.6,✅,F
CVD_Composite_Flagship,New-Gen: CVD+VWAP+VolProfile+Liquidity,Swing,AMZN,US_Stock,4h,Swing,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
Swappy_3C_Scalping,YouTube @SwappyTrading0101,Intraday,AMZN,US_Stock,1d,Positional,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GautamJha_Liquidity_Breakout,YouTube @gautammjhaa,Intraday,AMZN,US_Stock,1d,Positional,10056.02,56.02,0.56,0.728,0.0,5602215.475,0.0,100.0,0.0,1,56.02,✅,F
UmarPunjabi_Gold_London,YouTube @UmarPunjabiLive,Intraday,AMZN,US_Stock,1d,Positional,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
VolumeProfile_POC,New-Gen: Volume Profile,Swing,AMZN,US_Stock,1d,Positional,10119.02,119.02,1.19,0.898,0.351,3.963,-0.3,55.6,2.668,9,13.22,✅,C
Footprint_Delta_CVD,New-Gen: Footprint/CVD,Intraday,AMZN,US_Stock,1d,Positional,10019.64,19.64,0.2,0.728,0.0,1964273.74,0.0,100.0,0.0,1,19.64,✅,F
GEX_Gamma_Exposure,New-Gen: GEX Proxy,Intraday,AMZN,US_Stock,1d,Positional,10038.04,38.04,0.38,0.116,0.073,0.202,-1.89,43.3,1.081,30,1.27,✅,F
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,AMZN,US_Stock,1d,Positional,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
TPO_Market_Profile,New-Gen: TPO/Market Profile,Swing,AMZN,US_Stock,1d,Positional,8996.15,-1003.85,-10.04,-1.097,-0.578,-0.87,-11.54,36.5,0.512,52,-19.3,✅,F
VWAP_Bands,New-Gen: VWAP ±2σ Bands,Intraday,AMZN,US_Stock,1d,Positional,8974.18,-1025.82,-10.26,-0.766,-0.108,-0.836,-12.27,55.6,0.236,18,-56.99,✅,F
CVD_Composite_Flagship,New-Gen: CVD+VWAP+VolProfile+Liquidity,Swing,AMZN,US_Stock,1d,Positional,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
Swappy_3C_Scalping,YouTube @SwappyTrading0101,Intraday,TSLA,US_Stock,1m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
GautamJha_Liquidity_Breakout,YouTube @gautammjhaa,Intraday,TSLA,US_Stock,1m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
UmarPunjabi_Gold_London,YouTube @UmarPunjabiLive,Intraday,TSLA,US_Stock,1m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
VolumeProfile_POC,New-Gen: Volume Profile,Swing,TSLA,US_Stock,1m,Intraday,8751.62,-1248.38,-12.48,-39.012,-14.348,-1.0,-12.48,14.3,0.05,28,-44.59,✅,F
Footprint_Delta_CVD,New-Gen: Footprint/CVD,Intraday,TSLA,US_Stock,1m,Intraday,9736.59,-263.41,-2.63,-14.356,-1.646,-0.901,-2.92,25.0,0.181,8,-32.93,✅,F
GEX_Gamma_Exposure,New-Gen: GEX Proxy,Intraday,TSLA,US_Stock,1m,Intraday,7923.09,-2076.91,-20.77,-47.924,-17.579,-1.0,-20.77,13.3,0.103,60,-34.62,❌,F
Heatmap_Liquidity,New-Gen: Liquidity Heatmap,Intraday,TSLA,US_Stock,1m,Intraday,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,✅,F
TPO_Market_Profile,New-Gen: TPO/Market Profile,Swing,TSLA,US_Stock,1m,Intraday,5662.76,-4337.24,-43.37,-60.253,-30.049,-0.996,-43.55,24.1,0.159,133,-32.61,❌,F
